,author,content,score,time
23,mike bodine,"The ""govt"" response is not a fair way to phrase that. I would fear for my life if i lived in a state where the governor invites people for drinks the night before the quarantine and congregating is somehow essential. I feel lucky to live in California and LA and receive reliable, consistent information from actual leaders that can think and read. That being said our President is the leading cause of death in America and continues to dismantle the CDC as of February, look at his budget, see for yourself. I give our Boys in Cali 5 stars and call the BBB on the Trumpocracy.",0,2020-04-11T03:36:59.000Z
24,Essie Bryant,I just sent my comment and I didn't see it where is it?,1,2020-04-11T03:36:42.000Z
25,Adam Butler,"i WONDER HOW MANY PEOPLE WILL INADVERTENTLY DIE FROM THE ECONOMIC DESTABILIZATION?
I WONDER HOW MANY MORE PEOPLE WOULD HAVE DIED  IF WE DID NOTHING?
I WONDER HOW MANY  HOMELESS PEOPLE DIED BECAUSE NOBODY IS OUTSIDE TO TOSS THEM A DOLLAR?
I WONDER HOW RATIONAL HUMANS ARE?",0,2020-04-11T03:29:19.000Z
26,TheAnnArnold,Angelinos?,0,2020-04-11T03:21:23.000Z
27,Juci Shockwave,"I've been so locked in that I had leveled my 3 Skyrim characters to legendary about ten times in most skills, and I'm close to mastering Shang Tsung in MK11, still not as a beast as I am with Kabal, but getting close. >_< Also lost 10 pounds due to rationing food. I'm also starting to get Elviras' pale skin. Two shades away from being Mortica Addams pale. ^_^ Not all have grey clouds and black storms. Some of us have light, fluffy clouds and rainbows. I wish the best for those out there who do have grey clouds and black storms.",1,2020-04-11T03:15:15.000Z
28,Inspiration,"They should allow anyone who has asthma get tested for there own safety!!
 why isn't that being done? 
Also...staying home is fine but doesn't fix anything we should all get tested as soon as possible!!!
Thank you",5,2020-04-11T03:12:30.000Z
29,Mike Young,Didn’t this guy die in heros?,0,2020-04-11T03:07:48.000Z
30,Patricia,Stop the ruining of the economy. There is a cure and that safer at home is as way to terrorize people.,1,2020-04-11T03:03:54.000Z
31,whenindangerwhenindoubtrunincirclesscreamandshout,"im deaf but dont know sign can u please also do subtitles for 100% ada compliance,thnks
..i like staying at home,lets do this forever",1,2020-04-11T03:03:21.000Z
32,Polash Ahmad,"#Stay at Home, Please..  Take care YOUR self... Please subscribe",0,2020-04-11T02:58:20.000Z
33,indodesi,why is that lady in the back making weird faces?,0,2020-04-11T02:46:03.000Z
34,Richard L,Easy for him to said when he get paid in stay home order while millions not so lucky plus ten of thousand of business likely go out of business.,10,2020-04-11T02:38:45.000Z
35,Richard L,"Data do show that LA had 50 times less case and death than NYC yet they imposed sticker rule (The first city in the U.S, required facemask or won't get service) Thousand of businesses and millions of workers are out of a job thanks to politicians.",1,2020-04-11T02:37:50.000Z
36,Big Paulie,Stay safe and warm out there West coast ❤️☺️,3,2020-04-11T02:32:50.000Z
37,T Mac,Why are you not reporting the amount of survivors there's been?,3,2020-04-11T02:29:42.000Z
38,Akez,"She is hot as chili 🔥 
Hope we would found a vaccin",2,2020-04-11T02:16:03.000Z
39,G Clary,Can somebody invent a button to hide the signer? I cant pay attention with all the bs,4,2020-04-11T01:57:26.000Z
40,Samuel Ortega,"Hypocrisy!!!!! Vaccinations = $$$$$$$$
125,000 deaths (abortions) per day worldwide!!  Grieving?!",1,2020-04-11T01:57:02.000Z
41,Ron Heffron,What about temperature before going to work each day?,1,2020-04-11T01:52:31.000Z
42,traci kreutzer,WOW great content? what a bunch of gulliable  sheep.  This content is B.S and its totally ridicoulous.  WAKE UP AMERICA,0,2020-04-11T01:44:14.000Z
43,Expose FakeNews,This guy is definitely going to jail,7,2020-04-11T01:43:38.000Z
44,Koski Co,"Don't trust any US big Pharma to come up with a cure..
They just want to delay any cure and make more money.. Prove me wrong.",3,2020-04-11T01:42:25.000Z
45,Jefe Justicia,"Update: Tanks have been placed into position, quarantines are in full affect, laws have been passed to punish dissidents, 5G towers have been deployed, and the live exercise has been completely embraced by the fodder.",2,2020-04-11T01:41:58.000Z
46,BlackEntrepreneur24,Corona was created in a lab for population control. Agenda 2030 is on its way; get prepared.,8,2020-04-11T01:40:08.000Z
47,AMP Life,I don’t consent to any of this.!,7,2020-04-11T01:40:01.000Z
48,Tom,great video keep up the good content,0,2020-04-11T01:37:46.000Z
49,Tom,awesome content I loved it,0,2020-04-11T01:37:44.000Z
50,Steve Hewkin,"Isn't this is one of the ""Jerk Offs"" that hates Trump and his supporters hoping they all get sick and die?",0,2020-04-11T01:34:56.000Z
51,Ivan Lozada,I hear trou fb msn that usa its gonna send a gray clowd of radiethion to mexico tommorow becuse mexico dont sing for the new global order. And thats the way they gonna act ....now this lady ho say so i dont know frome were she is and how did she say so for but she also warning to do not come out of home. For like 2 to a week. In home. And stay there and secure no outside air come true doors and  windows ..i mean this sound real bad .  testifying my Person and for real if its something going on like i hear in radio  that people like my color get more infected that uts racis we are make up by the same proyect of Gods proyect not even science know its proyect but annyways .we need to know something,0,2020-04-11T01:33:56.000Z
52,The Aussie,A,0,2020-04-11T01:33:42.000Z
53,Amy,All Buddhas bless America to Stop the spread and conquer the covid-19 quickly! Drastically reduce the number of cases and death cases! Best wishes for American people🌈🇺🇸🌞,12,2020-04-11T01:32:57.000Z
54,anandguruji83,UNTIL MAY 15TH,1,2020-04-11T01:31:59.000Z
55,Anthony Galatolo,When will the maryland stay at home ban lifted,0,2020-04-11T01:28:10.000Z
56,Lynda Faye,"where is this DATA ?  How many people died of the FLU OR PNEUMONIA during the same months last year, and COMPARE IT TO THIS YEAR ? And those who MUST go to work-Why don't you tell them to stop washing their hands and BUY GLOVES ? This is more redundant rhetoric.",7,2020-04-11T01:27:57.000Z
57,tom hennessy,"Contrary evidence by Artificial Intelligence (AI) software has found, increased red blood cells, hemoglobin, flags those who tend to do badly.

""Surprisingly, the study found that characteristics of COVID-19, including fever, certain features in radiographic lung images, and strong immune responses, weren’t useful"" "" Instead, the results indicated that a combination of small changes in levels of the liver enzyme alanine aminotransferase (ALT), patient-reported myalgia (aching muscles), and raised hemoglobin levels, most accurately predicted the development severe disease. Together with other factors, the team reported being able to predict risk of acute respiratory distress syndrome (ARDS) with up to 80% accuracy.""

https://www.genengnews.com/news/prototype-ai-tool-predicts-which-coronavirus-patients-are-most-likely-to-develop-severe-disease/

So, they wind up with ARDS and ARDS is treated with phlebotomy.

“Phlebotomy was done to remove 10% of total blood volume. Symptomatic improvement was dramatic.”

https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2878708/",0,2020-04-11T01:26:57.000Z
