,author,content,score,time
30,Lost Planet need be free,"We have been threatened& harassedon utube, on lots of channels for 3 yrs,..in lots of languages mostly English & Russian..& harassed by World leaders 4yrs, still going on.. Everyday.. Threats, inappropriate content, prn, etc..we even have threat harass playlist! Check it out
Lots deleted recently
Even Chinese threatened us before corona outbreak! 
These terrorists wanted to get us sick with corona virus!! They destroyed our health.!. We hardly have proper teeth!! They attack us EVERY WHERE!!",0,2020-02-26T15:39:59.000Z
31,Lost Planet need be free,"Corona outbreak is DISTRACTION for WORLD LEADER CYBERSTALKING MESS IN IRAN !! These horrible politicians got people sick on purpose!! How come nothing in Russia?! Ir,my father, & his Russian Iranian drug dealer trafficking terrorist gang in Iran, put our lives In  danger to get STUFF from rich famous powerful ALL over the World🌏..Trump Obama,Putin started with ir,UN included!! Muslim & non Muslim involved!! Shameful",0,2020-02-26T15:37:49.000Z
32,Joey Hodapp,His graphs haha i think when he starts to lose track of what he is talking bout he refers to his graphs... uh uh uh look at this chart here,0,2020-02-26T15:28:45.000Z
33,kidd villa-pal,Looks like this guy just got released from a quarantine.,0,2020-02-26T14:39:31.000Z
34,zhmz888,I am proud that humanity come in to shape of today when WHO is trying to spread the message and experience to the rest of world..and help those who need...,2,2020-02-26T14:04:21.000Z
35,Liz Gichora,Thank you very much.,0,2020-02-26T13:58:21.000Z
36,cock blocker,WHY WERE ALL MY COMMENTS FROM YESTERDAY REMOVED???,0,2020-02-26T13:30:00.000Z
37,Andrew K Fletcher,"14:40 the people behind those welded doors are not being cooperative, they are being forced into quarantine!",0,2020-02-26T13:12:21.000Z
38,Kelly Ruivivar,Why do I feel like he was snowed over - they have all these empty beds? Goes against everything else we have seen - he didn’t see anyone being dragged out of their home because they have a fever? I think they cleaned house for his visit - yes should have visited some crematoriums for sure,0,2020-02-26T13:08:01.000Z
39,John Fuller,"Thank you WHO, we love you and are truly grateful",1,2020-02-26T12:04:14.000Z
40,Emwee vorster,China should be hold responsible for any deaths!,0,2020-02-26T09:59:12.000Z
41,哈哈哈,"Hi, foreign friends, I am a Chinese student. I saw many remarks from those who don' t believe what the spokesman said. I am sorry, but it's true 100%. I am glad that this gentleman told the truth. For those who don't believe China, please go to China and see the Chinese society in person and then judge by yourself.and you will find the news from western media is mostly wrong and misleading.",11,2020-02-26T09:00:56.000Z
42,bigman806,Why was he not allowed to continue,0,2020-02-26T08:47:22.000Z
43,Joan Aggas,Thanks communists! You murdered 200 million people last century and now you're going for more mass death! When will the communist CURSE leave this Earth?,0,2020-02-26T07:19:56.000Z
44,Ben Coles,Good job China. Good job United Nations team.,8,2020-02-26T07:02:12.000Z
45,Mr2TIMOTHY4V2,WHY IS THERE A LINK REFERENCED 2019/08/06 in BING SEARCH leading to CDC site stating WUHAN CORONA VIRUS outbreak being monitored. Was this REALLY ALREADY BEING MONITORED IN AUGUST 2019 is that why a coronavirus simulation was already run in Oct 2019??,3,2020-02-26T06:33:13.000Z
46,Mr2TIMOTHY4V2,WHY IS THERE A LINK REFERENCED 2019/08/06 in BING SEARCH leading to CDC site stating WUHAN CORONA VIRUS outbreak being monitored. Was this REALLY ALREADY BEING MONITORED IN AUGUST 2019 is that why a coronavirus simulation was already run in Oct 2019??,1,2020-02-26T06:33:07.000Z
47,Mr2TIMOTHY4V2,WHY IS THERE A LINK REFERENCED 2019/08/06 in BING SEARCH leading to CDC site stating WUHAN CORONA VIRUS outbreak being monitored. Was this REALLY ALREADY BEING MONITORED IN AUGUST 2019 is that why a coronavirus simulation was already run in Oct 2019??,0,2020-02-26T06:33:02.000Z
48,Mr2TIMOTHY4V2,WHY IS THERE A LINK REFERENCED 2019/08/06 in BING SEARCH leading to CDC site stating WUHAN CORONA VIRUS outbreak being monitored. Was this REALLY ALREADY BEING MONITORED IN AUGUST 2019 is that why a coronavirus simulation was already run in Oct 2019??,0,2020-02-26T06:32:57.000Z
49,Mr2TIMOTHY4V2,Will the Club of Rome still be kissing their Black Peter Idol  ( aka Jupiter aka Satan) now that the virus is headed their way????,1,2020-02-26T06:31:38.000Z
50,Mr2TIMOTHY4V2,Shame on you UN for having head honcho Marxist Teddy helping out in the  flattery Chinese communism,0,2020-02-26T06:30:26.000Z
51,Mr2TIMOTHY4V2,WHO = Wuhan Hidden Outbreak,1,2020-02-26T06:29:08.000Z
52,Mr2TIMOTHY4V2,"Doctor Bruce do you have a pig human hybrid brain transplant since you seem to be rolling around in the mud of lies?
Why is Teddy so quiet on the pigs that were destroyed in China prior to this outbreak is he still eating his bacon and eggs in his Geneva hotel ?
""Meat from pigs infected with the new H1N1 virus shouldn't be used for human
consumption, the World Health Organization cautioned on Wednesday, adding it was
drawing up guidelines to protect workers handling pigs""  2009 WHO. So what have they been doing for the last 11 years or so?",0,2020-02-26T06:28:54.000Z
53,Philip Cheung,WHO where when what how?,0,2020-02-26T06:16:49.000Z
54,Jesse Fang,"Thank you Doctor Aylward for your expertise epidemiology investigation.
find in United Nation website: A Canadian physician and epidemiologist by training, Dr Aylward is the author of over 100 peer-reviewed scientific articles and book chapters. He received his medical training in Canada, the London School of Hygiene and Tropical Medicine and the Johns Hopkins School of Public Health.",1,2020-02-26T05:58:43.000Z
55,Kerinski,Why do I get the feeling he's sugarcoating this?,0,2020-02-26T04:40:24.000Z
56,Haneoo Hamoan,A lot of hate in these comments... 👎🏾👎🏾,2,2020-02-26T04:21:21.000Z
57,NBaimf,U.N. And W.H.O. And all forms of the destructive global government need to step down and stop attacting Humanity.,3,2020-02-26T03:27:45.000Z
58,Kim Fenech,Your comments. Why are you all so mean? That’s for those leaving messages.,5,2020-02-26T02:18:42.000Z
59,Justin Liu,Thank you United Nations!,7,2020-02-26T02:17:22.000Z
60,Jason Rexter,WHO at this point of time are a bad joke take nothing they say seriously they are more of a problem than help in fighting this disease.,4,2020-02-26T01:53:52.000Z
61,Sheeple are Lame,"The hypocrisy of UN ""pretending"" to care about 1 virus, while millions of people die every year, for being too poor to pay for healthcare is nauseating <<< NWO PUPPETS",1,2020-02-26T01:35:46.000Z
62,Izat Yassin,"Apparently they are burning people alive now. I dont know if its true but


https://www.youtube.com/watch?v=Et5cUowd25o",0,2020-02-26T01:30:08.000Z
63,The Missing Piece,As an audio professional please clean the feedback loop up its not professional and shows disorganised production and your crew should be embarrassed it's an easy fix. I am very thankful for the bright minds at work here but this is impacting the flow of your team and presentations of findings each and every day,4,2020-02-25T23:34:17.000Z
64,JeepCherokeeful,First question is from CGTN? How fitting,1,2020-02-25T23:16:29.000Z
65,JeepCherokeeful,"Good, with him and her getting treated in China that will free up two beds for the rest of us. Thanks!",0,2020-02-25T23:13:04.000Z
66,Teresa Baker,"You can make apology ""sorry, my hand may""  ""excuse my hand may not be clean enough""",0,2020-02-25T23:12:33.000Z
67,JeepCherokeeful,Hope to see you on a weekly basis for a worldwide update,0,2020-02-25T23:10:40.000Z
68,Teresa Baker,Bring a damp cloth to sanitizer or wash,0,2020-02-25T23:10:10.000Z
69,Teresa Baker,Hand sanitizer,0,2020-02-25T23:09:37.000Z
70,Teresa Baker,Hand wash,0,2020-02-25T23:09:24.000Z
71,Teresa Baker,Easy to clean,0,2020-02-25T23:09:09.000Z
72,Teresa Baker,You know when you have used your hand,0,2020-02-25T23:08:56.000Z
73,Teresa Baker,*Not clothing*,0,2020-02-25T23:08:24.000Z
74,JeepCherokeeful,"320,000 tested, wow they must have amazing lab capacity!",3,2020-02-25T23:08:11.000Z
75,Teresa Baker,*Hand :coughing and or sneezing *,0,2020-02-25T23:08:06.000Z
76,JeepCherokeeful,His guy would buy oceanfront property in Arizona,5,2020-02-25T22:58:47.000Z
77,JeepCherokeeful,Ventilators aren’t delivered in carry on luggage,0,2020-02-25T22:53:30.000Z
78,JeepCherokeeful,"Oh sars, such an example",0,2020-02-25T22:45:46.000Z
79,JeepCherokeeful,Visiting a crematorium in Wuhan might have been enlightening,7,2020-02-25T22:40:53.000Z
80,JeepCherokeeful,Starvation is definitely effective,1,2020-02-25T22:36:35.000Z
81,77Big7WiN5neR22,biological weapon,3,2020-02-25T22:34:54.000Z
82,David Motyka,It’s spreading and no one can stop it.,5,2020-02-25T22:25:44.000Z
83,ace edwards,"Felt so much better listening to this Expert. Seemed human, warm, open and knowledgeable a are far cry from the constant "" window of opportunity"" vague nonsense from Dr Tedros.",0,2020-02-25T22:09:48.000Z
84,Ace J,WHO is one of China government departments. Joke and funny.,7,2020-02-25T22:07:08.000Z
85,phani sastry,Shame to see you addressing on global stage. Horrible guys,0,2020-02-25T21:33:06.000Z
86,Kimberly Barnum,Tedros Must RESIGN immediately!!!!!!!!!,4,2020-02-25T21:32:57.000Z
87,phani sastry,Lier's and characterless  bunch of joker's are these WHO  guys,11,2020-02-25T21:31:58.000Z
88,DJS Squibbs,🙄,0,2020-02-25T21:17:09.000Z
89,LeLocle,"Tedros must resign!  Add you name to the petition at ""Change dot o r g"".",8,2020-02-25T21:15:18.000Z
90,Teresa Baker,So you Spanish prostitutes from Rome and the homosexual goal,0,2020-02-25T20:15:24.000Z
91,Teresa Baker,That is to complex to try to communicate!!,0,2020-02-25T20:12:46.000Z
92,Teresa Baker,The possible addition bait or pellets after considering because of fleas rodent ect in walls,1,2020-02-25T20:12:04.000Z
93,Teresa Baker,The costs the availability the ability to produce while the world tries to contain this FOOLS!,0,2020-02-25T20:10:12.000Z
94,Rain Dance,And I thought I would play Bannerlord,0,2020-02-25T20:08:32.000Z
95,Teresa Baker,The shortages of mask is why the comments. Surgical mask,0,2020-02-25T20:08:25.000Z
96,Dan Smith,"Thanks for deleting my comment, didn’t know I was living in China!",5,2020-02-25T20:05:15.000Z
97,Rune Jensen,"And he laughs when he lies ""And the hospitals are actually modern hospitals"" hEhEhE. Modern hospital in a week, and here they take 5 years. wow gosh, how crazy how good they must be.",20,2020-02-25T20:04:07.000Z
98,peter Fonnesbech,""" Just continue to travel and trade"". (That is the best way to spread the decease). 
Wrong advice from the beginning . 
How could you !",24,2020-02-25T19:55:46.000Z
99,Rune Jensen,and you got pictures/videos which you will share right?,6,2020-02-25T19:44:32.000Z
