,author,content,score,time
31,Coronavirus,President Trump moved to tears by NY hospital scenes > https://youtu.be/jiwcYS6L67U,0,2020-04-01T05:54:43.000Z
32,Jon Snow,Corona is exaggerated balloon. Every year 2.600.000 people dying in Usa,0,2020-04-01T05:42:54.000Z
33,PETZZz,Bledi fools,0,2020-04-01T05:38:04.000Z
34,Rohan Kumar,Hey American your so much people die this is because of China  he is guilty that what is happening in your country don't leave this China destroy them this hall China your country is still so powerful,0,2020-04-01T05:26:54.000Z
35,Russe,Hope they arrest that pastor,0,2020-04-01T05:14:46.000Z
36,Singer jah Waasskaa,Blessings. Be safe 👉https://youtu.be/MUHr4pjoMw4,0,2020-04-01T05:02:50.000Z
37,Good good,So if your telling people to not panic they won't but if you tell them not to panic then tell them that people are dying then they will so think about it,0,2020-04-01T04:47:03.000Z
38,tawitface,"Uncle Algorithm is the true hidden enemy. Keep your jiggle, don't FEAR Wuhan wiggle.",0,2020-04-01T03:57:12.000Z
39,MrBD1971,Hey NBC News....  Is this for real???? https://youtu.be/n1d0Tq7YKYg,0,2020-04-01T03:41:42.000Z
40,Gold Silver,Corona patients Aert.. Use kalanchloe Pinnata leafs tea 3 times a day when patient in quarantine.  it's helpful in respiratory infections and decrease mucus .it's herbal treatment also search this,0,2020-04-01T03:35:39.000Z
41,Rahul Sodhiya,This doctor is that death.,0,2020-04-01T03:30:56.000Z
42,Ken Price,"Certain people are immune to coronavirus. The news isn't telling you!

https://figshare.com/articles/How_blood_group_O_could_be_protected_from_Coronavirus_Covid-19_infections/12019035",0,2020-04-01T03:13:50.000Z
43,Nerdzombiedisco,Worst newscasters I have ever watched.,0,2020-04-01T03:03:12.000Z
44,Chizaram E Egbuchiwe,Does my mum have Coronavirus???   https://youtu.be/AYkAtDy-Z5c,0,2020-04-01T02:50:33.000Z
45,kidzOne,USE TURMARIC,1,2020-04-01T02:46:19.000Z
46,Jerry Martin Montalvo Morales,Guys whath i known Is that cofee high doses of cafeine cures the virus they're talks that the dead çhinese doctor knew that,0,2020-04-01T02:33:29.000Z
47,Ravi kumar soni,china virus😡😡,1,2020-04-01T02:22:51.000Z
48,Lydian Seven,THANKS OBAMA!,1,2020-04-01T02:05:21.000Z
49,Climate Change,"For the CORONAVIRUS PANDEMIC - Work from home, drive & fly less, and live healthier 
-------Join everyone together with similar steps to fight against climate change. 
www{dot}change{dot}org/ChangeForTheClimate",0,2020-04-01T01:20:22.000Z
50,Atomy Mongolia Success Group,EVERYONE MUST WEAR MASKS IF NOT ALL GONNA DIE,0,2020-04-01T01:00:07.000Z
51,Donald Trump,Loving how the democrat cities are the hardest hit!!! Owww,2,2020-04-01T00:51:09.000Z
52,mera baap,If america need doctor and nurses I think india can send there doctor and nurses to usa,1,2020-04-01T00:44:44.000Z
53,Legal Attorney,iam so proud of you all our nurses! You are our country’s hero !!!,0,2020-04-01T00:28:48.000Z
54,Alex Khalil,"I’m gonna say what I gotta say. We have the worst government on planet earth why don’t the us government take action for once and close all streets and force people to stay home? If they do that then we could all go back to school, work, see our friends, etc. in 2-3 weeks max. The government is making this so much worse than what it should be if they shut down all flights a day before they did then we would be down to half the cases of COVID-19 in our country. Dr. Fauchi is one example of the many doctors/nurses not getting sleep because of this stupid virus some people are doing all they can to stay home and I’m glad but other stupid people think that it’s ok to have parties, go to the beach, go to their friends house, etc. that is why our government needs to send the military out to every city and forcefully make people stay in there homes for the good of our country. Anyway everyone seeing this please stay home, stay safe, and god bless you all.",1,2020-04-01T00:25:22.000Z
55,Arunabh Ganguli,"If anyone wants to help out a medical center and a homeless shelter both suffering from the outbreak as in need of support, please consider to donating to our fundraiser. Thanks!

https://www.gofundme.com/f/lake-county-il-students-for-covid19-relief",0,2020-03-31T23:45:27.000Z
56,Katka P,#Masks4All How to Significantly Slow Coronavirus? Face masks in Czech Repubic: https://www.youtube.com/watch?v=HhNo_IOPOtU&t,0,2020-03-31T23:24:21.000Z
57,Montebello,People need stop waching all these fake news and start reading their bibles daily and get right with God.,1,2020-03-31T23:17:19.000Z
58,Rangertwozero,She shouldn’t be going home she might spread it to her kids. My god wake up America,2,2020-03-31T23:14:10.000Z
59,Chekitana,#filmyourhospital,0,2020-03-31T23:07:04.000Z
60,vasilis perdikakis,"Regardless of the deadly virus COVID 19 pandemic i am grateful i keep earning weekly profits I just want to testify about Mr Bernard Eberstark, He is an experienced account manager that helps investors trade  , I have been investing with him for about a year and he has turned my life around I have never had issues with my profit withdrawals ,he saved me and my family with the profits I got from investing with him when I was about to lose my house to the bank , it’s been a roller coaster ride ever since I was refer to him by a close friend I don’t depend on my salary anymore we are currently living a very comfortable life.",1,2020-03-31T22:46:43.000Z
61,Al Sun,WHO and CDC should tell people to wear masks back in Jan or Feb. Masks can stop the droplets and aerosol spreading from one’s mouth. I ordered mine thru Amazon and they came from China. YouTube taught how to check product quality or even how to make them!!!,0,2020-03-31T22:10:39.000Z
62,Linton Claude Samuels,"Why is the ICU nurse not wearing the N95 mask? This is not good. Many medical professionals are dead  because they were wearing the wrong mask. We need to make sure that medical people are well taking cared of. If not, how can they help us? How will we then have hope? Here is a link of hope for the world we living in today. please share and like. https://www.youtube.com/watch?v=dxnof9aCbW8&t=21s",0,2020-03-31T22:08:57.000Z
63,Somri Toopin,God blessyou. Doctor i. Love you. Thank you for help,0,2020-03-31T21:35:40.000Z
64,Jiban Kalita,"Click below link for corona virus status in India
https://youtu.be/kIOIWLNtEZ0",0,2020-03-31T21:29:39.000Z
65,Noel Blair,"Orlando's response to Coronavirus, The usual busy streets of downtown Orlando are empty on this day.https://youtu.be/ix5fK25Ddvg",0,2020-03-31T21:07:33.000Z
66,ThousandairesClub,welp.....im sure there'll be alot of job openings come May O____O,0,2020-03-31T21:06:45.000Z
67,S.H Kim,Is there cloth to protect COVID-19 ?,0,2020-03-31T20:58:42.000Z
68,Steve Metloft,Why 3seconds of the tornado footage but the celebs get more time cuz there singing from home who cares abt themm they will be fine not 1 of the big cult members will get it mark those words done once u under stand why.  Thenn n only then will you reading this and every1 else no whats really going on..gby jesus name go run 2 jesus!!! Now!!,0,2020-03-31T19:19:57.000Z
69,odpbodpb,"Hoax,,,NCBI says COVID19 virus has never been isolated,,which means there is no way to test for it,,it does not exist,,,",0,2020-03-31T17:48:50.000Z
70,The Crone,"There are many people in this country who are doing everything they can to save our lives. There are many more people doing everything they can to make sure we have what we need to stay healthy and comfortable. There are millions of Americans that get it and are limiting their


public exposure to protect themselves and their families and also to hold back the tide of sickness and death that is hunting us. There are
government employees, advisers, military, and many others who we will never know about who are doing everything possible to support the
people who are doing the front-line fighting. Thank you does not even begin to express the overwhelming appreciation we have for all of
their sacrifices. God bless all Americans and the rest of the world who are holding onto hope with every fingernail. 
I was reading the local news and came across a video story from a local TV station (NE PA). During the video, a doctor was explaining how the numbers of patients were being counted. If people arrive at the hospital with all of the symptoms of CV19 but are not seriously compromised, they are sent home and told to come back only if they become unmanageable at home. They ARE NOT being actually tested or counted. If somebody is admitted into the hospital and their primary residential address is a state other than PA - they are being counted in the numbers of
that state. This means that there are people out there who are sick and not being tested, so, not confirmation and people confirmed but
not included in the PA state numbers. The other troubling information was that the test results are taking a week to come back.
Specifically, he mentioned that there was a person in the ICU for the past week and their test results still have not been received or confirmed. So, now I have real information that we actually have no idea how many people are actually infected - even with additional testing - and the numbers are not being reported in a way that gives accurate information. To make this even more distressing, the county that this is happening in is a less populated area than most other counties and our percentage to population is at any given moment in first place with the highest percentage using the inaccurate numbers. So, you have a highly infected area, with little or no extra ability to handle the situation being under-reported. Only yesterday have there been arrangements made to bring the Army Corp. into the mix to increase bed count. This does not increase the number of medical staffing. I'm not saying all of this to look for sympathy. I am putting it out there so that you REALLY know how bad things are out there. I haven't left the house in over two weeks and don't plan on going out any time soon. Good luck to us all. Stay as safe as you are
able.",0,2020-03-31T16:43:47.000Z
71,Robert Reed,Those doctors and nurses are going to bring it home to their family,7,2020-03-31T15:57:46.000Z
72,douge fresh,"Scary times for prostitutes and pimps yo,..",0,2020-03-31T15:55:46.000Z
73,chongbeng paiklok,"i'm really happy today, I  got a message this morning that my friend who is infected by COVID 19( corona virus) has been cured totally using traditional herbal medicine. i want to us this medium to thank the herbalist man Dr femi for his great work for bring my dear friend back to life. A lot of peopl have used his herbal medicine  for curing their virus of recent this is a great testimony the world have to know this there is a cure for it. contact DR FEMI via : Drfemi648@gmail.com or you can also reach him on his WhatsApp +19092736935",0,2020-03-31T15:45:24.000Z
74,techiesree Sree,China is lie statistics and its their biowar . Its crush the economy too and oldages dead more see this . Someone agenda,0,2020-03-31T15:20:48.000Z
75,R,"That officials in the UK have COVID-19 is not surprising, their inadequate response was heard immunity.",0,2020-03-31T15:15:30.000Z
76,xXStar LordXx,People keep talking about the health workers but we also have to thank the workers that are called essential right now we have to thank both of them they are legit holding all of America right now.,0,2020-03-31T15:09:13.000Z
77,Tabitha Kim,Have to wear mask too everyone for protect each other from COVID-19.,6,2020-03-31T15:07:51.000Z
78,Sunil V,Corona will end July August. The Almighty will do the miracle. Please watch my new video 😀,1,2020-03-31T15:01:54.000Z
79,Christopher Pearson,"Daily [HCV] stats: (Projected Turning Point)
Reported Confirmed Cases / Deaths / Recovered
< [D] (Dec - > dr) > [I] (Inc + < dr) (dr = % death rate)
2003290800 = 6.84% (US % of WW deaths) [mean]
[WW] = Reported 684652/32113/145696 (dr < 4.69%)
[US] = Reported 124763/2191/2612 (dr < 1.76%)
2003300800 = 7.33% (US % of WW deaths) [I > .49%]
[WW] = Reported 741030/35097/156838 (dr < 4.74%)
[US] = Reported 143527/2572/4865 (dr < 1.79%)
2003310800 = 8.38% (US % of WW deaths) [I> 1.05%)
[WW] = Reported 801400/38743/172657 (dr < 4.83%)
[US] = Reported 164610/3170/5945 (dr < 1.93%)
Note: China's ('epicenter' of [HCV-P]) reported stats not reliable but included as base reference point in [WW] stats. Stats don't account for those who are infected but are not yet tested or confirmed because they're asymptomatic or have not otherwise presented or reported their symptoms. Percentage increases are in no small part attributable to developing statistical data collection procedures. Also there's no distinction of the actual cause of death with those who had critical preexisting medical conditions. In actuality this heavily promoted 'Plandemic' is intrinsically no more or less consequential than a common [FLU] - but it's getting exponential [MSM] 'mockingbird' promotion. The available statistical data correlated w/ forensic facts clearly demonstrates [HCV] to be a premeditated Globalist [DS] Operation (a 'Plandemic') of  'Collateral Expedience'.",0,2020-03-31T14:56:35.000Z
80,D. Mc,"Here is the truth!!!
https://youtu.be/wElEJqAWiMg",0,2020-03-31T14:44:16.000Z
81,Grace Bernabe,my heart goes out to all those in the front line that are doing such a great job taking care of the sick my question is what is being done for the homeless and the rest of the community that involved in illegal drugs thank you so much,0,2020-03-31T14:32:59.000Z
82,V. Dargain,Frontline medics necks are not covered .,0,2020-03-31T14:26:35.000Z
83,Carol Mckinney,"Not safe working that many hours,  physically and mentally exhausted",1,2020-03-31T14:24:46.000Z
84,Evelyn Oppenheimer,IT'S NOT A  PANDEMIA. IT'S WAR. CHINA USED A BIOLOGICAL WEAPON ON THE WORLD. WAKE UP! CHINA 🇨🇳 NEEDS TO BE ERADICATED.,0,2020-03-31T14:21:45.000Z
85,Al Cubed,"AMERICANS ASK WHY ARE HUNDREDS OF HOSPITALS ARE EMPTY? #FILMYOURHOSPITAL GOES VIRAL - ​https://www.infowars.com/video-americans-ask-why-are-hundreds-of-hospitals-are-empty-filmyourhospital-goes-viral/​
CBS Caught Faking Coronavirus NYC Ventilator Shortage - https://banned.video/watch?id=5e827fc7c6d95b0094d95ddf",0,2020-03-31T13:47:21.000Z
86,Bingobär GmbH,"Unsere Firma hat viele 3m FFP3-Masken. Der FFP3-Level-Schutz schützt Sie und Ihre Familie vollständig. Bitte kontaktieren Sie uns danke.
bingobaer.kontakt@gmail.com

Our company has a large number of 3m FFP3 masks, please contact us.
bingobaer.kontakt@gmail.com",0,2020-03-31T13:37:52.000Z
87,World of cricket,https://www.thehourlynews.com/2020/03/deeply-embarrassed-jack-grealish.html,0,2020-03-31T13:09:22.000Z
88,ULT HELTH,"ENOUGH IS ENOUGH. QUESTION: PERSPECTIVE: IS THIS REALLY A CRISIS In the United States? What's the CRISIS. FACTS U.S. Population of 338,000,000 million people - OVER 1 1/2 (1.5) MILLION PEOPLE DIE OF TUBERCULOSIS EVERY YEAR, EVERY DAY 2,000 PEOPLE DIE of Heart Disease, OVER 1,000 PEOPLE DIE OF ASTHMA EVERY DAY, 80,000 PE0PLE DIE OF THE FLU YEARLY, Corona virus 3,171 deaths in 4 months since Dec 2019.. So many more people die of so many other things. Why is this called a crisis??? Please comment on your take on this? The Death toll percentage of population is .000088 of a percent. 88 Millionths of a percent out of 3,171 deaths.
Is this a crisis ??? Whose benefiting from this what looks like one big media fire storm for ratings and Democrats for votes in an election year???
Please comment on your take on this?
Experts say corona virus COVID 19 started in Wuhan China where they test virus like our CDC and also have biological warfare testing. They actually later sell their testing animals in their wet markets for food. Experts say this and possible testing of a Biological WEAPON are the only two possibilities.
At the least China needs to be held responsible, and accountable and feet to the fire and pay for all the damage.
Whose benefiting from this what looks like one big media fire storm for ratings and Democrats for votes in an election year??? Only after 1,000 people died did Obama declare a national emergency and he never locked down the country or get quarantines or stop travel from other countries.  
In October 2009, after more than 1,000 people in the United States had died of swine flu, also known as H1N1, Obama declared a national emergency. From April 12, 2009, to April 10, 2010, in the United States, there were 60.8 million cases of swine flu, 274,304 hospitalizations and 12,469 deaths, now updated to over 17,000 deaths in the U.S. Centers for Disease Control and Prevention (CDC) In October 2009, after more than 1,000 people in the United States had died of swine flu, also known as H1N1, Obama declared a national emergency.",2,2020-03-31T12:50:31.000Z
89,perinnial,"Hi guys, just wanted to remind you that this isn’t the worlds first pandemic, it’s just one of the most severe modern ones in the 21st century. In 1918, the flu was a pandemic that affected at least 500 million and killed nearly 50 million. Now it is an endemic virus. Shutting society down is something that we have learned can help reduce spread, we’re using what we have to do what we can. But we made it through the flu, we‘ll make it through this.",1,2020-03-31T12:21:53.000Z
90,Ross Luther,China created WUHAN CORONA PANDEMIC.  Hold evil China accountable for all these deaths and destructions.,0,2020-03-31T11:42:23.000Z
91,Richard Bolling,"LMAO, NBC news is King of the sycopath super control freaks. The American people will likely die  of acute stupidity long before they catch this new fllu bug.",0,2020-03-31T11:37:20.000Z
92,Julius Maximus,"700,000 people die each year in italy, 1,500,000 in brazil, 50 million worldwide.  Do you think the faye nilsen WHO will count these numbers with WHICH cause in 2020? 😂😂😂😂",0,2020-03-31T11:36:15.000Z
93,Best Amazon Deals Online Shopping,"facemask
Mydent MK-7300 Level 3 Dual Fit Ear-Loop Face Masks (Pack of 50), 50, Blue
#1 Best Seller in Medical Procedure Masks
https://amzn.to/3bDygKC",0,2020-03-31T11:32:43.000Z
94,andrew mroz,"The real  virus is the media and the elites who own it, wake up all you sheep",0,2020-03-31T11:30:17.000Z
95,AL Dor for shore,"I believe that anyone that comes out of their house should be shot by police firing squad, we should be quarantined for the rest of our lives from the scary Boogeyman cold that the media promotes so much 😤😷",1,2020-03-31T11:23:39.000Z
96,Ginny Moore,I found ingredients to make s person feel better with the virus I'm taken it,0,2020-03-31T11:21:48.000Z
97,Thought Frankly,"lies lies lies! don't believe the mainstream media! The corona virus scare is a scam! We are being lied to as usual, this is fake news to keep us locked up like chickens. https://m.youtube.com/watch?v=h5FHQDpzkMw
they created a new test for common viruses and lie and say when people die of cancer it was corona when people die of anything, Corona! their goal the New World Order is to force vaccinate everyone and turn us into zombies with these new vaccines! It may sound crazy but it's true. watch David Ickes new videos. Do you belive the media? The doctors? who profit only from selling drugs. they are drug dealers. Their drugs are taken from plants and yet none use plants. Lies! Wake up!",0,2020-03-31T11:11:08.000Z
98,etiachi,"( ͠° ͟ʖ ͡°) I cant believe I watched this, THE WHOLE THING",0,2020-03-31T11:10:50.000Z
99,Dido Kinney,Don't forget about the truck drivers,0,2020-03-31T10:55:55.000Z
